;date;icms_sp;igp_m;ibc_br;dias_uteis;igp_m_22;ibc_br_22;igp_m_21;ibc_br_21;igp_m_20;ibc_br_20;igp_m_19;ibc_br_19;igp_m_18;ibc_br_18;igp_m_17;ibc_br_17;igp_m_16;ibc_br_16;igp_m_15;ibc_br_15;igp_m_14;ibc_br_14;igp_m_13;ibc_br_13;Licms_sp;DLicms_sp;D2igp_m;Dibc_br;D2igp_m_22;Dibc_br_22;D2igp_m_21;Dibc_br_21;D2igp_m_20;Dibc_br_20;D2igp_m_19;Dibc_br_19;D2igp_m_18;Dibc_br_18;D2igp_m_17;Dibc_br_17;D2igp_m_16;Dibc_br_16;D2igp_m_15;Dibc_br_15;D2igp_m_14;Dibc_br_14;D2igp_m_13;Dibc_br_13;22_forecast_uni_fixed;22_forecast_uni_var;22_forecast_uni_mean_var;22_forecast_multi_fixed;22_forecast_multi_var;22_forecast_multi_mean_var;21_forecast_uni_fixed;21_forecast_uni_var;21_forecast_uni_mean_var;21_forecast_multi_fixed;21_forecast_multi_var;21_forecast_multi_mean_var;20_forecast_uni_fixed;20_forecast_uni_var;20_forecast_uni_mean_var;20_forecast_multi_fixed;20_forecast_multi_var;20_forecast_multi_mean_var;19_forecast_uni_fixed;19_forecast_uni_var;19_forecast_multi_fixed;19_forecast_multi_var;19_forecast_multi_mean_var;18_forecast_uni_fixed;18_forecast_uni_var;18_forecast_uni_mean_var;18_forecast_multi_fixed;18_forecast_multi_var;18_forecast_multi_mean_var;17_forecast_uni_fixed;17_forecast_uni_var;17_forecast_uni_mean_var;17_forecast_multi_fixed;17_forecast_multi_var;17_forecast_multi_mean_var;16_forecast_uni_fixed;16_forecast_uni_var;16_forecast_uni_mean_var;16_forecast_multi_fixed;16_forecast_multi_var;16_forecast_multi_mean_var;15_forecast_uni_fixed;15_forecast_uni_var;15_forecast_uni_mean_var;15_forecast_multi_var;15_forecast_multi_mean_var;14_forecast_uni_fixed;14_forecast_uni_var;13_forecast_uni_fixed;13_forecast_uni_var;13_forecast_uni_mean_var;13_forecast_multi_var;13_forecast_multi_mean_var;14_forecast_multi_fixed;14_forecast_multi_mean_var;14_forecast_multi_var;14_forecast_uni_mean_var
2003(1);2003-01-01;3360295665;277,173;96,15;22;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;277,173;96,15;21,9352948;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(2);2003-02-01;3196557724;283,506;98,67;20;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;283,506;98,67;21,88534036;-0,049954446;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;2,52;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(3);2003-03-01;3160010802;287,855;103,41;19;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;287,855;103,41;21,87384128;-0,011499074;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;10,682;4,74;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(4);2003-04-01;3215307355;290,512;102,19;20;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;290,512;102,19;21,89118879;0,017347507;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;7,006;-1,22;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(5);2003-05-01;3098930221;289,747;100,3;21;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;289,747;100,3;21,8543228;-0,036865992;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;1,892;-1,89;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(6);2003-06-01;3117682344;286,843;98,58;20;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;286,843;98,58;21,86035572;0,006032925;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;-3,669;-1,72;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(7);2003-07-01;3196875782;285,649;103,05;22;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;285,649;103,05;21,88543985;0,025084127;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;-4,098;4,47;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(8);2003-08-01;3159728212;286,735;101,47;21;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;286,735;101,47;21,87375185;-0,011688;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;-0,108;-1,58;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(9);2003-09-01;3340886551;290,127;102,87;22;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;290,127;102,87;21,92950204;0,055750191;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;4,478;1,4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(10);2003-10-01;3423217817;291,229;105,06;23;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;291,229;105,06;21,95384683;0,024344785;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;4,494;2,19;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(11);2003-11-01;3484680639;292,657;101,95;20;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;292,657;101,95;21,97164224;0,01779541;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;2,53;-3,11;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2003(12);2003-12-01;3989413565;294,455;99,74;22;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;294,455;99,74;22,10691008;0,135267843;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;3,226;-2,21;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(1);2004-01-01;3575094653;297,039;98,59;21;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;297,039;98,59;21,99725749;-0,109652592;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;4,382;-1,15;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(2);2004-02-01;3262938246;299,097;99,45;18;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;299,097;99,45;21,90589393;-0,09136356;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;4,642;0,86;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(3);2004-03-01;3469352922;302,484;111,98;23;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;302,484;111,98;21,96723394;0,061340007;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;5,445;12,53;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(4);2004-04-01;3656956768;306,151;107,36;20;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;306,151;107,36;22,01989715;0,052663219;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;7,054;-4,62;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(5);2004-05-01;3667439629;310,152;106,03;21;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;310,152;106,03;22,02275961;0,002862452;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;7,668;-1,33;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(6);2004-06-01;3831564821;314,419;107;21;314,419;107;314,419;107;314,419;107;314,419;107;314,419;107;314,419;107;314,419;107;314,419;107;314,419;107;314,419;107;22,06653913;0,043779519;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;8,268;0,97;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(7);2004-07-01;3742950401;318,532;111,47;21;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;318,532;111,47;22,04314001;-0,023399112;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;8,38;4,47;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(8);2004-08-01;3916334996;322,412;110,65;22;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;322,412;110,65;22,0884221;0,045282089;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;7,993;-0,82;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(9);2004-09-01;4041519027;324,651;109,21;21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;324,651;109,21;22,11988646;0,031464352;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;6,119;-1,44;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(10);2004-10-01;4010443601;325,925;108,89;20;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;325,925;108,89;22,1121677;-0,007718759;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;3,513;-0,32;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(11);2004-11-01;4129992676;328,588;109,59;20;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;328,588;109,59;22,14154147;0,029373775;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;3,937;0,7;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2004(12);2004-12-01;4110988326;331,005;107,56;23;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;331,005;107,56;22,13692931;-0,004612165;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;5,08;-2,03;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2005(1);2005-01-01;4208895319;332,298;103,52;21;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;332,298;103,52;22,16046606;0,023536751;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;3,71;-4,04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
